,Port_IDs,ROI (%),PnL,Sharpe Ratio,Maximum Drawdown (MDD),Win Rate,Win Positions,Total Positions
45,3953433416230728705,0.4126218012095981,4915.083646659999,0.16960217847348077,748.479675,0.21176470588235294,108.0,510.0
46,3953764659057081857,0.3892814790218168,6241.746334040001,0.13867877577498164,1138.84715517,0.3346693386773547,167.0,499.0
47,3956048468100538880,1.1145612443640718,1373.56489,0.524861880311556,407.81994,0.7142857142857143,20.0,28.0
48,3956076827719377409,1.0327867632948853,16618.829175130002,0.09958201842421191,1968.6106682500001,0.5121314896947561,1963.0,3833.0
49,3957509601040585217,0.2407932381035731,2317.88100518,0.019049307053776453,4296.3572,0.27007299270072993,296.0,1096.0
50,3960874214179953664,0.23266129986102219,19277.53925264,0.16631163959588757,1934.6384,0.5060510981622591,1129.0,2231.0
51,3962024093501274881,0.14962563012940225,9417.35359449,0.07971792451281766,1947.67489879,0.2568888888888889,289.0,1125.0
52,3966142151544441601,0.30318929225179947,4783.05370744,0.056542403024653666,1831.53971349,0.5037546933667084,805.0,1598.0
53,3975304792994095360,0.38461840155299387,2514.9324451599996,0.2649482651866758,135.7296239,0.4330508474576271,1022.0,2360.0
54,3975392755164484097,0.16037944607033158,2382.97359695,0.09993357574211464,311.792371,0.27602070155261643,480.0,1739.0
55,3976088733682659585,0.3985717252528603,5895.5641711,0.1425376959133727,456.46185132,0.4332116788321168,1187.0,2740.0
56,3977078013600312321,0.1916593354843256,4667.771715090001,0.09651605424674087,408.2987789,0.34610184767913477,1536.0,4438.0
57,3977116548751698176,0.023044633601215794,491.8496303299998,0.026486138887764684,292.26638552,0.2915766738660907,405.0,1389.0
58,3977234346014419201,4.29716557962409,2427.29283086,0.33178967578064666,792.53489999,0.4647887323943662,33.0,71.0
59,3978449781300392193,0.2628727305268771,5851.10571432,0.13690402926564044,1418.9822,0.4181523500810373,258.0,617.0
60,3981810242465907713,1.1072640289660813,2836.47282999,0.20003714611630116,972.19036549,0.11764705882352941,12.0,102.0
61,3983074113875692800,2.7248012013830354,2424.8295199599997,0.3649356861141457,706.01184,0.3333333333333333,14.0,42.0
62,3986814617275053313,0.859710323157076,15847.59634446,0.33414210770986713,511.65450005,0.7790560471976401,2641.0,3390.0
63,3987739404272887297,0.5718692216611087,12435.873935149999,0.0514502724553036,3538.83169919,0.23159752868490732,1312.0,5665.0
64,3988071780777702657,0.36053782345844115,3422.7721085400003,0.03762369684591055,1988.0756305700002,0.3749467405198125,880.0,2347.0
65,3988187872032603905,0.3645682096742198,2651.5486819499997,0.09792778414746936,217.01047542999999,0.3291114575214341,1689.0,5132.0
66,3988205565930333696,0.36312967262160983,3337.28491469,0.07727659071708372,2427.56529906,0.38461538461538464,135.0,351.0
67,3991414786174551297,0.6639959318214234,1795.57782191,0.12441786518079977,591.898306,0.2947019867549669,89.0,302.0
68,3993014919980212480,0.46213450839400355,3036.6721153500002,0.14219020300954813,792.8786767700001,0.481981981981982,321.0,666.0
69,3993222640082269952,0.23567177999960806,1846.00858087,0.09164671115944992,273.02411761999997,0.46089291708627056,1373.0,2979.0
70,3994879592543698688,0.8339192551663325,3633.7262049299998,0.11992882290814687,863.13229978,0.5602503912363067,358.0,639.0
71,3995532094997544704,-0.194058478886819,-12568.23794418,-0.06835839055354352,2008.0355588500001,0.21310888252148996,1190.0,5584.0
72,3996598927198996481,1.1177977604215519,3463.0997545600003,0.11297607499840491,330.883419,0.37003058103975534,968.0,2616.0
73,3998572645139652353,0.4627552250662236,9432.8412635,0.2677752527702402,1432.8181876,0.3481781376518219,86.0,247.0
74,3998659472131949824,0.3042907241225334,1411.30152237,0.3897630581418895,169.07595999,0.4485294117647059,61.0,136.0
75,3999240873283311617,0.5443221148742845,42220.47216521,0.22963282111919475,1560.57407857,0.5209334248455731,2277.0,4371.0
76,3999845462424248576,0.8741775543434961,5787.75513967,0.22758606490657315,292.35927949,0.436470953712333,1405.0,3219.0
77,4000222729738650369,0.7195018336186332,1792.38195062,0.24985413781362154,164.95642357000003,0.5610278372591007,524.0,934.0
78,4000877324693233921,-0.007147864173803271,-659.9771915699985,-0.0019141831143951256,5002.11024524,0.44364809173983155,2476.0,5581.0
79,4002413037164645377,2.4501988388447318,3569.10459052,0.12406734314931463,689.5337392800001,0.16936936936936936,94.0,555.0
80,4004410127575640832,0.55438745179174,2629.00368657,0.1785435758868269,419.45102526000005,0.30257510729613735,141.0,466.0
81,4004713168329653760,3.210949034255438,1667.19861,0.27741111207010233,859.47966,0.07407407407407407,2.0,27.0
82,4006366295148391425,2.0011769027972846,2935.98759954,0.08970261358748735,1355.37241965,0.1686746987951807,112.0,664.0
83,4008537296438699777,0.6935019759693981,2330.24543558,0.10868018773713013,782.89385214,0.4675572519083969,245.0,524.0
84,4008711265867865600,0.29336167217804676,10579.778143169999,0.26181973129005914,1593.25,0.40771349862258954,148.0,363.0
85,4008804082027254529,0.08328437174631824,3562.039905989999,0.044656242869248845,2692.31200981,0.5310668229777257,453.0,853.0
86,4011626972687000576,0.2827880147434488,5402.3694195299995,0.07852985802610568,988.52102839,0.3862081066853834,2201.0,5699.0
87,4012994295026226176,1.5775729933715665,2508.8134884300007,0.21780799179433893,276.12989946,0.4042207792207792,249.0,616.0
88,4013955990069013504,0.701083043405288,1679.9095393500002,0.2292182818227716,349.294855,0.6581920903954802,233.0,354.0
89,4013978721149559808,3.1725615075747107,3778.12362398,0.16565059222061215,676.03360101,0.20567375886524822,58.0,282.0
90,4014818740371615232,0.23839392883727722,2021.3216501399997,0.21280447148245696,279.0927,0.2367816091954023,103.0,435.0
91,4016164457907769600,0.12482076847239584,3672.48814258,0.15968731113951112,713.77918666,0.4296407185628742,287.0,668.0
92,4017110277719148289,0.46899840036903234,2855.87626248,0.39760682242424766,207.144,0.5601659751037344,135.0,241.0
93,4017263283405469185,0.09679136160032274,5975.42099233,0.025904598967897954,2438.47346442,0.3350910018710665,1970.0,5879.0
94,4017323550554338817,1.979941289022385,3121.13055186,0.21841823645156447,312.44754072,0.49224806201550386,254.0,516.0
95,4019895412775450368,1.0442790844465513,2554.9789344399996,0.28387684547052006,170.97029558,0.4066543438077634,220.0,541.0
96,4020204877254599680,0.31442076907164496,70638.37124428,0.062177504086008965,7353.91901142,0.3272597356198642,1832.0,5598.0
97,4021243448368889856,0.08627712911326897,1481.96238265,0.09517595501386003,162.59035416,0.3795334581985357,2229.0,5873.0
98,4021669203289716224,0.40746239995291245,26438.767141610002,0.06966665110749318,8598.885966900001,0.3162128712871287,511.0,1616.0
99,4022565861939831809,0.233891923793719,13807.949796789999,0.31341781782643713,1093.6925986400001,0.526148969889065,332.0,631.0
100,4022641794255717633,1.8477650084617456,2173.16818573,0.558694906549925,7.29398505,0.4354090758529314,2629.0,6038.0
101,4023616625178799873,0.8018180286544676,2074.1179328,0.2566385944527229,188.65589999,0.411543287327478,328.0,797.0
102,4023697433751327232,3.186034199387988,2408.2239999800004,0.30015934309004794,802.29456999,0.09523809523809523,4.0,42.0
103,4023697881318718465,3.3579890789542404,3151.95061998,0.28237570270416507,808.94101,0.08955223880597014,6.0,67.0
104,4026179081117855488,0.41791301163986977,6876.841294510001,0.1458749225002965,2942.3811910000004,0.24864864864864866,46.0,185.0
105,4027747397961573889,0.18397385349150447,2629.85156003,0.1040255328677262,1157.29188222,0.2903225806451613,99.0,341.0
106,4028427053699127040,0.886071445221138,2633.02381341,0.2666218446974151,467.20668,0.3025210084033613,36.0,119.0
107,4028701921959171840,0.38428674168431964,15750.621513970002,0.2768618552013288,1453.81702292,0.5008460236886633,296.0,591.0
108,4029299190618134272,0.6573449533373988,3157.57256839,0.22909904526651959,594.53788037,0.30666666666666664,69.0,225.0
109,4029422834086627072,1.285296173048831,2755.8733045199997,0.5159371630582148,316.19596698,0.37755102040816324,37.0,98.0
110,4029506971304830209,3.0647693975307293,2413.6540000200002,0.24996532341982627,808.21860724,0.06,3.0,50.0
111,4029507714735307777,3.425570940273179,1537.89995998,0.20385514904384608,810.71915999,0.04081632653061224,2.0,49.0
112,4029749871687083265,3.1306801637383996,3538.24113884,0.3532385705187969,127.22258364,0.428743961352657,355.0,828.0
113,4030392204221219329,3.0721278029263885,1347.75800996,0.20320433857375422,673.98730999,0.0963855421686747,8.0,83.0
114,4030395639953224449,0.4821106286812578,4424.090710980001,0.17593438520231738,813.276,0.19068736141906872,86.0,451.0
115,4030555430101054209,0.6673638417000989,3298.86079001,0.32130898975316136,558.26199,0.2605042016806723,31.0,119.0
116,4030565764341697025,0.7954326690998829,2401.57593396,0.30428565546604486,564.26242751,0.4803921568627451,49.0,102.0
117,4030626027667524352,0.1569719390149116,3774.79887887,0.212579044659618,915.1832214799999,0.5,113.0,226.0
118,4030635536196756737,0.2765337110638077,2578.34975484,0.09127669402916294,441.74833865,0.5263987391646966,668.0,1269.0
119,4030708912786799105,3.2081342526653476,1612.84376999,0.1890120804125522,807.82,0.03508771929824561,2.0,57.0
120,4031173908980084736,0.5875687931394641,5345.316495710001,0.30057923462218694,788.53314,0.3640552995391705,79.0,217.0
121,4031181049693676544,0.7729279978865697,4546.57189156,0.2163959959368525,799.0948829600001,0.24579124579124578,73.0,297.0
122,4031408429897920512,3.052549061581026,1351.26659997,0.15783060458517148,672.9234959,0.04878048780487805,4.0,82.0
123,4031414524297538817,1.390162748106984,2525.9744649,0.3037139513692977,277.00720514,0.3526570048309179,73.0,207.0
124,4031451549482615297,1.0422065216971892,3121.37771527,0.22929468774200018,908.4311276499999,0.38181818181818183,42.0,110.0
125,4031493134338259457,0.11725397126615811,8887.1737933,0.16309378826747772,784.4901498199999,0.37889688249400477,632.0,1668.0
126,4031673021422897664,0.4925835828614378,1980.17103999,0.2743614160427711,276.285,0.3105022831050228,68.0,219.0
127,4032403303704824321,0.2580695503679185,1996.8552065599997,0.13115812373774974,1297.20659641,0.3873239436619718,55.0,142.0
128,4033614723417828608,0.27836403458314113,4568.372080110001,0.11748335432621612,1347.24,0.2540045766590389,111.0,437.0
129,4033639786957934336,0.7083243451546233,2848.14185731,0.22748520870969077,847.6,0.18796992481203006,25.0,133.0
130,4034359562055356161,0.20560220103463464,5263.92021264,0.16480150910438768,625.86006967,0.5089655172413793,369.0,725.0
131,4034786679304751616,3.0579410606290174,2428.8095125,0.20597303543530254,639.00621398,0.3737704918032787,114.0,305.0
132,4035034554469394176,2.149376285371285,2528.6524605899995,0.11638365726220777,910.07551424,0.18571428571428572,65.0,350.0
133,4035430878731345664,1.878161485143894,2399.0087271899997,0.4606487504278178,383.68852781,0.47674418604651164,41.0,86.0
134,4036548677626662656,0.5659096506384435,3292.1177562,0.2575013691722715,814.3,0.44274809160305345,58.0,131.0
135,4037073643537925121,2.6187901476165076,1513.58301158,0.16643661714902822,351.31873077,0.19002375296912113,80.0,421.0
136,4037121179310444801,0.12940298344336845,7046.475003850001,0.1135726002824428,1340.73426553,0.48928571428571427,685.0,1400.0
137,4037179073830813185,0.7654300160835089,2314.23517387,0.25164487195925905,809.9,0.4393939393939394,29.0,66.0
138,4037282461943784704,0.2524381655639074,4622.91611538,0.13410124618888275,1442.7838467699999,0.34554973821989526,132.0,382.0
139,4037511388357114368,0.40256135972476026,3561.73233415,0.09197717636295173,1544.94164226,0.4625,407.0,880.0
140,4037717032428033792,2.721035289708067,1858.31772538,0.2209347539060075,452.29235224,0.32362459546925565,100.0,309.0
141,4037785885739608577,2.7972728731428775,1934.57923526,0.22732617319174894,354.89854257,0.24081632653061225,59.0,245.0
142,4038768306117031680,1.6656229475671493,1738.73190375,0.13830788057903431,1263.5201,0.2,19.0,95.0
143,4039129759104249600,3.1382258752294003,1243.08169114,0.5235810668511215,111.7638311,0.4496124031007752,58.0,129.0
144,4039279455324236544,1.0274227613198823,1023.49838734,0.4792611044285005,53.7794339,0.5516129032258065,171.0,310.0
145,4040382575336130560,0.0,0.0,,0.0,0.0,0.0,70.0
146,4040843843196854529,0.9653001192242555,2043.4781,0.36201925882638325,575.94064,0.2708333333333333,13.0,48.0
147,4041804592937345281,-0.1427726656701077,-796.6826855200001,-0.08460120559465739,563.82166,0.22727272727272727,75.0,330.0
148,4041860229502600193,1.34929950525078,2327.33599982,0.46296070152953545,250.02371495,0.4,38.0,95.0
